id,nombre_establecimiento,tipo_ocupacion,direccion,latitud,longitud,ocupacion_longitud,ocupacion_superficie,titularidad,estado_autorizacion,fecha_inicio_autorizacion,fecha_fin_autorizacion,notas
OCUP-1243,ISOLINA,terraza,Calle San Juan,36.71942115819284,-4.423422889817772,,40.0,privada,activa,,,
OCUP-1244,MR. HAPPY,terraza,Calle San Juan Bosco,36.73693536225103,-4.422568658653433,,9.0,privada,activa,,,
OCUP-1245,BAR LA REDONDA,terraza,Calle San Juan Bosco,36.73457315449084,-4.422576851925263,,7.0,privada,activa,,,
OCUP-1246,LA SUBASTA,terraza,Calle San Juan de Dios,36.71856386175194,-4.420886077099694,,22.0,privada,activa,,,
OCUP-1247,LA MERCED 14,terraza,Calle San Juan de Letran,36.72384842389011,-4.417924694366152,,41.0,privada,activa,,,
OCUP-1248,IZAKAYA SAKE,terraza,Calle San Juan de Letran,36.723980174173654,-4.418122179420372,,7.0,privada,activa,,,
OCUP-1249,LOLA'S COPAS,terraza,Calle San Juan de Letran,36.72407356764786,-4.418247910594062,,2.0,privada,activa,,,
OCUP-1250,MARLEY,terraza,Calle San Juan de Letran,36.72407356764786,-4.418247910594062,,5.0,privada,activa,,,
OCUP-1251,MA?ANA,terraza,Calle San Juan de Letran,36.72395263121831,-4.418188445067251,,4.0,privada,activa,,,
OCUP-1252,PICNIC,terraza,Calle San Juan de Letran,36.72399435167308,-4.4182540017932315,,6.0,privada,activa,,,
OCUP-1253,THE GREAT DANE,terraza,Calle San Juan de Letran,36.72404137862064,-4.418353842737813,,8.0,privada,activa,,,
OCUP-1254,LA VEGANA TAPER?A,terraza,Calle San Juan de Letran,36.72411211038182,-4.418447804068191,,4.0,privada,activa,,,
OCUP-1255,ARREBATO,terraza,Calle San Juan de Letran,36.724201300673606,-4.418552541212831,,4.0,privada,activa,,,
OCUP-1256,KIPFER AND LOVER,terraza,Calle San Juan de Letran,36.724283352479716,-4.4186557028428215,,2.0,privada,activa,,,
OCUP-1257,EL LUG? DE MALAGA,terraza,Calle San Juan de Letran,36.724349643874376,-4.418747074804901,,10.0,privada,activa,,,
OCUP-1258,CASA AMIGOS,terraza,Calle San Julian,36.72334689725062,-4.422220991099842,,39.0,privada,activa,,,
OCUP-1259,PEPA,terraza,Calle San Nicolas,36.71725659489429,-4.411999554107581,,12.0,privada,activa,,,
OCUP-1260,PIZZERIA NATURAL,terraza,Calle San Quintin,36.72463664892299,-4.429437403885185,,3.0,privada,activa,,,
OCUP-1261,Cafeteria Bar Oliver,terraza,Calle Sancha de Lara,36.71893061830648,-4.420533832528933,,11.0,privada,activa,,,
OCUP-1262,ESQUINA SANCHEZ,terraza,Calle Sanchez Pastor,36.721255465351135,-4.421043997597323,,12.0,privada,activa,,,
OCUP-1263,BODEGAS QUITAPENAS,terraza,Calle Sanchez Pastor,36.721255465351135,-4.421043997597323,,18.0,privada,activa,,,
OCUP-1264,SANTA MONICA,terraza,Calle Sanchez Pastor,36.721351457925834,-4.421018841654512,,10.0,privada,activa,,,
OCUP-1265,COBALTO,terraza,Calle Sanchez Pastor,36.72134377535033,-4.420984089301622,,6.0,privada,activa,,,
OCUP-1266,EL NACIONAL,terraza,Calle Sanchez Pastor,36.72134377535033,-4.420984089301622,,5.0,privada,activa,,,
OCUP-1267,TABERNA DON JUAN,terraza,Calle Sanchez Pastor,36.72155837586639,-4.4208843648471925,,10.0,privada,activa,,,
OCUP-1268,PAMPA GRILL,terraza,Calle Sanchez Pastor,36.721446901064446,-4.420914456450942,,9.0,privada,activa,,,
OCUP-1269,PAMPA GRILL,terraza,Calle Sanchez Pastor,36.72155884188678,-4.420846325820512,,2.0,privada,activa,,,
OCUP-1270,TABERNA DON JUAN,terraza,Calle Sanchez Pastor,36.72155884188678,-4.420846325820512,,12.0,privada,activa,,,
OCUP-1271,EL MENTIDERO,terraza,Calle Sanchez Pastor,36.721652523463185,-4.420782538271704,,20.0,privada,activa,,,
OCUP-1272,LA BELLA JULIETA,terraza,Calle Santa Lucia,36.7219238547958,-4.421826383902382,,3.0,privada,activa,,,
OCUP-1273,MALAGA,terraza,Calle Santa Maria,36.72118755896985,-4.421402934647283,,2.0,privada,activa,,,
OCUP-1274,LA MEDUSA,terraza,Calle Santa Maria,36.720858637172576,-4.4202920934728525,,6.0,privada,activa,,,
OCUP-1275,BAR RESTAURANTE ENRIQUE Y PACO,terraza,Calle Santa Maria Micaela,36.73120026025409,-4.41560803252944,,15.0,privada,activa,,,
OCUP-1276,HERMANOS SOTO,terraza,Calle Santa Marta,36.711341134302764,-4.440390629806287,,21.0,privada,activa,,,
OCUP-1277,KOGAN SUSHI RAMEN EXPRESS,terraza,Calle Santiago,36.722040449083345,-4.4173460677420815,,13.0,privada,activa,,,
OCUP-1278,ANDINO,terraza,Calle Santos,36.72132756240551,-4.423681860746653,,9.0,privada,activa,,,
OCUP-1279,CASA ARANDA,terraza,Calle Santos,36.72109247461505,-4.423689389182672,,23.0,privada,activa,,,
OCUP-1280,LA MALAGUE?A,terraza,Calle Sebastian Souviron,36.71928665951108,-4.4236682886213625,,19.0,privada,activa,,,
OCUP-1281,BAMBU 888,terraza,Calle Segismundo Moret,36.728959939145916,-4.4390437403614955,,34.0,privada,activa,,,
OCUP-1282,CAFETERIA DIANA,terraza,Calle Segismundo Moret,36.728959939145916,-4.4390437403614955,,45.0,privada,activa,,,
OCUP-1283,EL OASIS DE JUANI,terraza,Calle Segura,36.71841024418466,-4.427377038062174,,7.0,privada,activa,,,
OCUP-1284,ENCARNES GRASTROGRILL,terraza,Calle Senador Francisco Roman,36.71412578012587,-4.4297828486667035,,42.0,privada,activa,,,
OCUP-1285,PESCAITO DEL GRAN PODER,terraza,Calle Senador Francisco Roman,36.71412578012587,-4.4297828486667035,,42.0,privada,activa,,,
OCUP-1286,RESTAURANTE EL TIBURON,terraza,Calle Sevilla,36.724957885916446,-4.429622554080794,,11.0,privada,activa,,,
OCUP-1287,CAFE BAR MAMA TO?I,terraza,Calle Sevilla,36.72555047757112,-4.4294258802395925,,8.0,privada,activa,,,
OCUP-1288,BAR CAFETER?A LA SIMPAT?A,terraza,Calle Sevilla,36.72555047757112,-4.4294258802395925,,9.0,privada,activa,,,
OCUP-1289,CAFETER?A NUEVA ALAMEDA,terraza,Calle Shanti Andia,36.71038739047612,-4.462381192516762,,35.0,privada,activa,,,
OCUP-1290,ABREBOCA I,terraza,Calle Sierra de Grazalema,36.7297721618656,-4.402624606952857,,35.0,privada,activa,,,
OCUP-1291,ABREBOCA II,terraza,Calle Sierra de Grazalema,36.7297721618656,-4.402624606952857,,35.0,privada,activa,,,
OCUP-1292,EL TRANV?A,terraza,Calle Sierra de Grazalema,36.7297721618656,-4.402624606952857,,26.0,privada,activa,,,
OCUP-1293,LIMONCELLO ITALO GASTROBAR,terraza,Calle Sierra de Grazalema,36.732347644795546,-4.403314414931299,,28.0,privada,activa,,,
OCUP-1294,PATAKY'S PLACE,terraza,Calle Sigfrido,36.7084530934895,-4.469211390896812,,14.0,privada,activa,,,
OCUP-1295,RESTAURANTE BAR CASA ALFONSO,terraza,Calle Sofocles,36.72134685964882,-4.4831882634726865,,20.0,privada,activa,,,
OCUP-1296,EL MARISQUEO,terraza,Calle Sofocles,36.7223022217264,-4.477692491926034,,51.0,privada,activa,,,
OCUP-1297,DONDE ROSY,terraza,Calle Sondalezas,36.722109280038275,-4.440517310973945,,24.0,privada,activa,,,
OCUP-1298,DEL POBLE PIZZER?A,terraza,Calle Sondalezas,36.72526155195039,-4.4423941786535375,,35.0,privada,activa,,,
OCUP-1299,CAFER?A MANILVA,terraza,Calle Spengler,36.71826026942584,-4.455405064991079,,42.0,privada,activa,,,
OCUP-1300,ISTURK KEBAB,terraza,Calle Spengler,36.71732928345488,-4.455798247815779,,22.0,privada,activa,,,
OCUP-1301,CINECOM,terraza,Calle Spengler,36.71685120940153,-4.45616230132406,,22.0,privada,activa,,,
OCUP-1302,PIZZERIA ALAMEDA HAMBURGUESERI,terraza,Calle Stendhal,36.71721493438204,-4.454596468898959,,7.0,privada,activa,,,
OCUP-1303,CAFE BAR ESTEFANI,terraza,Calle Stendhal,36.71730186040875,-4.455285930384949,,10.0,privada,activa,,,
OCUP-1304,CHURRER?A BAR STENDHAL,terraza,Calle Stendhal,36.717521073689404,-4.45546131756319,,13.0,privada,activa,,,
OCUP-1305,YOGOLOCO,terraza,Calle Strachan,36.71974483338943,-4.421183013285523,,11.0,privada,activa,,,
OCUP-1306,BYOKO,terraza,Calle Strachan,36.719742039088004,-4.420961762960463,,11.0,privada,activa,,,
OCUP-1307,LA TABERNA DEL CURA,terraza,Calle Strachan,36.719742039088004,-4.420961762960463,,16.0,privada,activa,,,
OCUP-1308,LATERAL,terraza,Calle Strachan,36.719742039088004,-4.420961762960463,,25.0,privada,activa,,,
OCUP-1309,LA OLIVA,terraza,Calle Strachan,36.71969506463836,-4.4210064442869825,,20.0,privada,activa,,,
OCUP-1310,ULTRAMARINOS BENJAMIN,terraza,Calle Strachan,36.71969506463836,-4.4210064442869825,,57.0,privada,activa,,,
OCUP-1311,BLOSSOM,terraza,Calle Strachan,36.71969504625956,-4.420426315758203,,10.0,privada,activa,,,
OCUP-1312,CASA LOLA,terraza,Calle Strachan,36.71969504625956,-4.420426315758203,,15.0,privada,activa,,,
OCUP-1313,MES?N LA CEPA,terraza,Calle Strachan,36.71963197706718,-4.420489010483582,,12.0,privada,activa,,,
OCUP-1314,LO GüENO DE STRACHAN,terraza,Calle Strachan,36.7196384828292,-4.420329762383313,,27.0,privada,activa,,,
OCUP-1315,CAFETERIA HOTEL VENECIA,terraza,Calle Talavera,36.717413969361345,-4.421403996431082,,19.0,privada,activa,,,
OCUP-1316,LA TABERNITA DE LA ABUELA,terraza,Calle Tamayo y Baus,36.72640962803764,-4.466757305686743,,14.0,privada,activa,,,
OCUP-1317,BAR AVIL?S,terraza,Calle Tamayo y Baus,36.72722880564947,-4.467052596111543,,12.0,privada,activa,,,
OCUP-1318,BAR EL PASO,terraza,Calle Tejares,36.72838817163777,-4.434798759061477,,14.0,privada,activa,,,
OCUP-1319,OHANA,terraza,Calle Teseo,36.72039950518685,-4.476470870467405,,15.0,privada,activa,,,
OCUP-1320,OHARA,terraza,Calle Tomas Echeverria,36.70339586815428,-4.434321740183195,,71.0,privada,activa,,,
OCUP-1321,BENDITO BOCADO,terraza,Calle Tomas Echeverria,36.70452072897086,-4.435516762436496,,18.0,privada,activa,,,
OCUP-1322,PANADER?A SALVADOR,terraza,Calle Tomas Echeverria,36.70487644427759,-4.436062934705226,,47.0,privada,activa,,,
OCUP-1323,ANDINO HUELIN,terraza,Calle Tomas Echeverria,36.70465579375713,-4.4357109251875455,,17.0,privada,activa,,,
OCUP-1324,SOL Y SOMBRA,terraza,Calle Tomas Echeverria,36.70465579375713,-4.4357109251875455,,22.0,privada,activa,,,
OCUP-1325,HELADERIA FRATELLY,terraza,Calle Tomas Echeverria,36.703567313887866,-4.4345972810404675,,13.0,privada,activa,,,
OCUP-1326,LA TASCA DEL LANGUI,terraza,Calle Tomas Echeverria,36.703567313887866,-4.4345972810404675,,6.0,privada,activa,,,
OCUP-1327,SHANAO,terraza,Calle Tomas Echeverria,36.703567313887866,-4.4345972810404675,,48.0,privada,activa,,,
OCUP-1328,AMBROGIO,terraza,Calle Tomas Echeverria,36.70452072897086,-4.435516762436496,,14.0,privada,activa,,,
OCUP-1329,A LA TURCA KEBAB,terraza,Calle Tomas Echeverria,36.70421843406261,-4.435006985452075,,14.0,privada,activa,,,
OCUP-1330,CAFETERIA ECHEVARRIA,terraza,Calle Tomas Echeverria,36.70452072897086,-4.435516762436496,,15.0,privada,activa,,,
OCUP-1331,DULCE CANELA,terraza,Calle Tomas Echeverria,36.70421843406261,-4.435006985452075,,12.0,privada,activa,,,
OCUP-1332,EL CAPRICHO,terraza,Calle Tomas Echeverria,36.70421843406261,-4.435006985452075,,21.0,privada,activa,,,
OCUP-1333,H?RCULES PIZZER?A Y KEBAB,terraza,Calle Tomas Echeverria,36.70421843406261,-4.435006985452075,,17.0,privada,activa,,,
OCUP-1334,CAFETERIA GRANIER,terraza,Calle Tomas Echeverria,36.70487644427759,-4.436062934705226,,14.0,privada,activa,,,
OCUP-1335,OCEAN´S CAFE Y TAPAS,terraza,Calle Tomas Echeverria,36.703209954169665,-4.434007507745696,,30.0,privada,activa,,,
OCUP-1336,CAFE & MAR,terraza,Calle Tomas Echeverria,36.70303136712147,-4.433739285344864,,20.0,privada,activa,,,
OCUP-1337,FUNDIDO,terraza,Calle Tomas Echeverria,36.70303136712147,-4.433739285344864,,12.0,privada,activa,,,
OCUP-1338,LA TABA,terraza,Calle Tomas Echeverria,36.70303136712147,-4.433739285344864,,6.0,privada,activa,,,
OCUP-1339,MALVA,terraza,Calle Tomas Echeverria,36.70303136712147,-4.433739285344864,,8.0,privada,activa,,,
OCUP-1340,PAT O´BRIENS,terraza,Calle Tomas Echeverria,36.70303136712147,-4.433739285344864,,5.0,privada,activa,,,
OCUP-1341,TAPITAS,terraza,Calle Tomas Echeverria,36.70303136712147,-4.433739285344864,,34.0,privada,activa,,,
OCUP-1342,BLINKERS BREW,terraza,Calle Tomas Echeverria,36.70372714297146,-4.434194251425195,,19.0,privada,activa,,,
OCUP-1343,CHUPYTIRA,terraza,Calle Tomas Echeverria,36.703653492667364,-4.4340850830693945,,25.0,privada,activa,,,
OCUP-1344,FREIDUR?A LUTE Y JES?S,terraza,Calle Tomas Echeverria,36.70372714297146,-4.434194251425195,,6.0,privada,activa,,,
OCUP-1345,RESTAURANTE TAR?,terraza,Calle Tomas Echeverria,36.703653492667364,-4.4340850830693945,,36.0,privada,activa,,,
OCUP-1346,GRAN SUSHI,terraza,Calle Tomas Echeverria,36.703475460330274,-4.433797576216625,,20.0,privada,activa,,,
OCUP-1347,BO FOCACCERIA,terraza,Calle Tomas Echeverria,36.70341610693312,-4.433699164247355,,15.0,privada,activa,,,
OCUP-1348,CHOPP HUEL?N,terraza,Calle Tomas Echeverria,36.70341610693312,-4.433699164247355,,20.0,privada,activa,,,
OCUP-1349,LA CAVERNA,terraza,Calle Tomas Echeverria,36.70341610693312,-4.433699164247355,,16.0,privada,activa,,,
OCUP-1350,NEVADO,terraza,Calle Tomas Echeverria,36.70341610693312,-4.433699164247355,,14.0,privada,activa,,,
OCUP-1351,HELADERIA TUTTI FRUTTI,terraza,Calle Tomas Escalonilla,36.724659834997794,-4.442732267215587,,12.0,privada,activa,,,
OCUP-1352,SANTA COFFEE,terraza,Calle Tomas Heredia,36.71692095108408,-4.423409398988242,,8.0,privada,activa,,,
OCUP-1353,CAFETERIA BAR EL 13,terraza,Calle Tomas Heredia,36.71667225653309,-4.4233933134653824,,9.0,privada,activa,,,
OCUP-1354,SANTA COFFEE,terraza,Calle Tomas Heredia,36.716860405409015,-4.423372307494593,,27.0,privada,activa,,,
OCUP-1355,CAFE BAR ATHENAS,terraza,Calle Tomas Heredia,36.716684535036606,-4.423260467914153,,15.0,privada,activa,,,
OCUP-1356,CAF? BAR MOR?N,terraza,Calle Tomas Heredia,36.716241539059695,-4.4232009402012435,,16.0,privada,activa,,,
OCUP-1357,LA DISPENSA ITALIANA,terraza,Calle Tomas Heredia,36.71572084808931,-4.422833879708623,,10.0,privada,activa,,,
OCUP-1358,LOS MELLIZOS,terraza,Calle Tomas Heredia,36.71550201104935,-4.422738314495833,,60.0,privada,activa,,,
OCUP-1359,CAFETER?A LA RAMBLA,terraza,Calle Tomas Heredia,36.71523336295355,-4.422621566214342,,25.0,privada,activa,,,
OCUP-1360,LA CEPA DE CADIZ,terraza,Calle Tomas Heredia,36.71523336295355,-4.422621566214342,,15.0,privada,activa,,,
OCUP-1361,QBO,terraza,Calle Toquero,36.7334668291308,-4.4153824865953215,,8.0,privada,activa,,,
OCUP-1362,DOMINO´S PIZZA,terraza,Calle Toquero,36.73338122636879,-4.415497731454921,,7.0,privada,activa,,,
OCUP-1363,MOON LIGHT,terraza,Calle Torre de Sandoval,36.719562804665706,-4.4208402205501915,,15.0,privada,activa,,,
OCUP-1364,PANADERIA LA LUZ II,terraza,Calle Torremolinos,36.66255928538111,-4.505311738524655,,14.0,privada,activa,,,
OCUP-1365,CAFET-CHURRER?A EL ARTESANO,terraza,Calle Torremolinos,36.66385333596277,-4.505021344055044,,32.0,privada,activa,,,
OCUP-1366,LA CHIMENEA,terraza,Calle Travesia de la Luz,36.69639346873674,-4.452937083898559,,26.0,privada,activa,,,
OCUP-1367,PIZZERIA MIGUEL,terraza,Calle Travesia de Maqueda,36.73284968345752,-4.567794215933451,,11.0,privada,activa,,,
OCUP-1368,MALAVIDA,terraza,Calle Trinidad Grund,36.717429304819255,-4.420876950583873,,27.0,privada,activa,,,
OCUP-1369,ALITA,terraza,Calle Trinidad Grund,36.71726647968788,-4.421454744452832,,8.0,privada,activa,,,
OCUP-1370,NITTE GELATO CAFE,terraza,Calle Trinidad Grund,36.71726647968788,-4.421454744452832,,8.0,privada,activa,,,
OCUP-1371,ER PICHI DE C?I,terraza,Calle Trinidad Grund,36.71722937679314,-4.421745534003562,,17.0,privada,activa,,,
OCUP-1372,FRESHLANDING CAFE,terraza,Calle Trinidad Grund,36.71719238638968,-4.4218788884029925,,10.0,privada,activa,,,
OCUP-1373,LA ANTIGUA MALAGA,terraza,Calle Trinidad Grund,36.71715438014966,-4.422021058155893,,20.0,privada,activa,,,
OCUP-1374,HOTEL SOHO BOUTIQUE MALAGA,terraza,Calle Trinidad Grund,36.71707242515255,-4.422168184232173,,19.0,privada,activa,,,
OCUP-1375,BAR LA PLAZA,terraza,Calle Union,36.711339614418776,-4.437925905192156,,40.0,privada,activa,,,
OCUP-1376,CAFETERIA MALDONADO,terraza,Calle Union,36.71131167369872,-4.4375687862146656,,19.0,privada,activa,,,
OCUP-1377,EL RECREO DE LA UNION,terraza,Calle Union,36.71138400671041,-4.438255240559006,,14.0,privada,activa,,,
OCUP-1378,LOS VILLARES I,terraza,Calle Union,36.71035260732833,-4.440827547769778,,45.0,privada,activa,,,
OCUP-1379,CAFETERIA FABIOLA,terraza,Calle Union,36.70977685830908,-4.442075345134456,,22.0,privada,activa,,,
OCUP-1380,CAFE-BAR CA?AMERO,terraza,Calle Union,36.70957356135943,-4.442512530178818,,55.0,privada,activa,,,
OCUP-1381,HELADER?A VALENTINO,terraza,Calle Union,36.7090335077491,-4.443587876296347,,16.0,privada,activa,,,
OCUP-1382,PISCOMAR,terraza,Calle Union,36.70896231305773,-4.443179723480676,,62.0,privada,activa,,,
OCUP-1383,LA MARISC?,terraza,Calle Union Mercantil la,36.69076425398779,-4.44958635842332,,20.0,privada,activa,,,
OCUP-1384,LOS GUINDOS,terraza,Calle Union Mercantil la,36.69076425398779,-4.44958635842332,,4.0,privada,activa,,,
OCUP-1385,EL NIDO DE GOCA,terraza,Calle Union Mercantil la,36.68840803189049,-4.4504930076499285,,16.0,privada,activa,,,
OCUP-1386,EL RINCON DE LILY,terraza,Calle Union Mercantil la,36.68840803189049,-4.4504930076499285,,15.0,privada,activa,,,
OCUP-1387,THE HAREM,terraza,Calle Union Mercantil la,36.68812817747146,-4.450644358533428,,9.0,privada,activa,,,
OCUP-1388,C&C LITORAL,terraza,Calle Union Mercantil la,36.682737177655774,-4.4534316441581705,,40.0,privada,activa,,,
OCUP-1389,LA CASITA,terraza,Calle Union Mercantil la,36.682737177655774,-4.4534316441581705,,62.0,privada,activa,,,
OCUP-1390,PESCADOS Y MARISCOS LA RAYA,terraza,Calle Velarde,36.72657661780489,-4.4336079604445455,,18.0,privada,activa,,,
OCUP-1391,ALEGRIA- FLAMENCO MALAGA,terraza,Calle Velez Malaga,36.7184030170013,-4.411377916226971,,24.0,privada,activa,,,
OCUP-1392,ALEGRIA,terraza,Calle Velez Malaga,36.7184030170013,-4.411377916226971,,54.0,privada,activa,,,
OCUP-1393,TABERNA DEL MUELLE,terraza,Calle Velez Malaga,36.71862693642675,-4.41165310018755,,49.0,privada,activa,,,
OCUP-1394,ATREZZO,terraza,Calle Vendeja,36.71682486253418,-4.421626227759613,,73.0,privada,activa,,,
OCUP-1395,CAFETERIA RESTAURANTE VENEGAS,terraza,Calle Venegas,36.72867447840877,-4.439756185054066,,22.0,privada,activa,,,
OCUP-1396,BAR AVENIDA,terraza,Calle Vi?a del Mar,36.69159182224062,-4.45380536828229,,17.0,privada,activa,,,
OCUP-1397,RAFA,terraza,Calle Vi?a del Mar,36.6916546979875,-4.45408428251704,,14.0,privada,activa,,,
OCUP-1398,PIZZERIA FRASCATI DUE,terraza,Calle Vi?a del Mar,36.690935704088275,-4.45433293081619,,13.0,privada,activa,,,
OCUP-1399,TABERNA ALBOR?N,terraza,Calle Vicente Aleixandre,36.69859177191047,-4.441025756096927,,26.0,privada,activa,,,
OCUP-1400,HELADERIA LA PERLA,terraza,Calle Miraclaveles,36.730371611716514,-4.439602601343555,,14.0,privada,activa,,,
OCUP-1401,MARISQUERIA LA PEREGRINA,terraza,Calle Villanueva de Tapia,36.68761068793145,-4.4541037536597505,,8.0,privada,activa,,,
OCUP-1402,BAR MARILOLI,terraza,Calle Virgen de la Esperanza,36.71679903621561,-4.445960834277978,,19.0,privada,activa,,,
OCUP-1403,BAR X MIS 3,terraza,Calle Virgen del Pilar,36.71403667749494,-4.446171961594597,,11.0,privada,activa,,,
OCUP-1404,20 PA KA,terraza,Calle Vivaldi,36.69390252713017,-4.450838566270949,,23.0,privada,activa,,,
OCUP-1405,TRES REVUELTOS,terraza,Calle Wagner,36.69390793158948,-4.451090483288077,,27.0,privada,activa,,,
OCUP-1406,ZAMARRILLA 33,terraza,Calle Zamarrilla,36.72109162366794,-4.432218200864415,,55.0,privada,activa,,,
OCUP-1407,MR KEBAB,terraza,Calle Zenete,36.729983437322716,-4.415226474920931,,17.0,privada,activa,,,
OCUP-1408,UNIVERSITAS CAFE,terraza,Calle Zenete,36.72982478484554,-4.416357921718321,,28.0,privada,activa,,,
OCUP-1409,MES?N ASTORGA,terraza,Calle Zu?iga,36.71422718535017,-4.437100968716215,,39.0,privada,activa,,,
OCUP-1410,LA CALLE D´ATRAS,terraza,Pasaje Santo Tomas,36.71092663074799,-4.440701561034256,,14.0,privada,activa,,,
OCUP-1411,HOLE BURGUER,terraza,Calle Senador Francisco Roman,36.71412578012587,-4.4297828486667035,,52.0,privada,activa,,,
OCUP-1412,BAR CURRILLO,terraza,Camino Carabineros,36.667221271153046,-4.475052039653296,,8.0,privada,activa,,,
OCUP-1413,"CASA LUIS,VIVI Y SARA",terraza,Camino Casabermeja,36.75468102615537,-4.424943570349643,,15.0,privada,activa,,,
OCUP-1414,HELADOS ARTESOL,terraza,Camino Colmenar,36.73353270987458,-4.415917948154551,,14.0,privada,activa,,,
OCUP-1415,RESTAURANTE CAFETERIA LOS MON,terraza,Camino Colmenar,36.733673809390424,-4.415926821021492,,8.0,privada,activa,,,
OCUP-1416,AMIGO KEBAB,terraza,Camino Colmenar,36.73360656932514,-4.415679764980531,,16.0,privada,activa,,,
OCUP-1417,LUCY TEJERINGOS,terraza,Camino Colmenar,36.73360656932514,-4.415679764980531,,3.0,privada,activa,,,
OCUP-1418,EL BUCO,terraza,Camino Colmenar,36.73384687702203,-4.4159429106692105,,15.0,privada,activa,,,
OCUP-1419,BURGUER MAFALDA,terraza,Camino Colmenar,36.733729717416985,-4.415672528127062,,10.0,privada,activa,,,
OCUP-1420,LA CAMPANA DE LOLA,terraza,Camino Colmenar,36.733854446780825,-4.4156813085264215,,13.0,privada,activa,,,
OCUP-1421,LA CABA?A,terraza,Camino Colmenar,36.734887141891114,-4.416016514736871,,7.0,privada,activa,,,
OCUP-1422,DON PAPON HOSTELERIA S.C.,terraza,Camino Colmenar,36.73485598007599,-4.415778540228292,,29.0,privada,activa,,,
OCUP-1423,THE CORNER,terraza,Camino Guindos de los,36.69325193262523,-4.449311537613139,,34.0,privada,activa,,,
OCUP-1424,EL KIOSKO DE LA LOMA,terraza,Camino Loma de San Julian,36.6674655648167,-4.475098324597956,,7.0,privada,activa,,,
OCUP-1425,DALLAS LAS PIRAMIDES,terraza,Camino Pato del,36.68866706466888,-4.4515515246758195,,17.0,privada,activa,,,
OCUP-1426,BOCATAS JUANMA,terraza,Camino Pato del,36.687810340335595,-4.45204722420506,,39.0,privada,activa,,,
OCUP-1427,LA MAREA,terraza,Camino Pato del,36.68752551265498,-4.45222704896858,,8.0,privada,activa,,,
OCUP-1428,TABERNA DE HUELVA,terraza,Camino Pato del,36.68736850309339,-4.452307133845179,,9.0,privada,activa,,,
OCUP-1429,BOC AND ROLL,terraza,Camino Pato del,36.687221742737634,-4.4523908918804,,26.0,privada,activa,,,
OCUP-1430,LA LEPERA,terraza,Camino Pato del,36.687221742737634,-4.4523908918804,,27.0,privada,activa,,,
OCUP-1431,BAR LA GUAGUA,terraza,Camino San Rafael,36.7044132595932,-4.454718242090251,,7.0,privada,activa,,,
OCUP-1432,CAFETERIA NENE,terraza,Camino San Rafael,36.7044132595932,-4.454718242090251,,25.0,privada,activa,,,
OCUP-1433,BAR RESTAURANTE ZHANG,terraza,Camino San Rafael,36.70904853445774,-4.446272064775887,,32.0,privada,activa,,,
OCUP-1434,BAR SERGIO,terraza,Camino San Rafael,36.708903317363664,-4.446471064391789,,13.0,privada,activa,,,
OCUP-1435,CAFETERIA ESPA?A,terraza,Camino Suarez,36.72686866617753,-4.435181277594255,,16.0,privada,activa,,,
OCUP-1436,BAHIA DE MALAGA,terraza,Camino Suarez,36.72716431605945,-4.436748716053065,,7.0,privada,activa,,,
OCUP-1437,BAR LOS CU?IS,terraza,Camino Suarez,36.72716939295825,-4.437582713450616,,11.0,privada,activa,,,
OCUP-1438,BAR LOS ARGENTINOS DE M?LAGA,terraza,Camino Suarez,36.728538323991124,-4.441628782108357,,9.0,privada,activa,,,
OCUP-1439,BAHIA II,terraza,Camino Suarez,36.728578688725975,-4.441728540888557,,5.0,privada,activa,,,
OCUP-1440,CAFETERIA AROPA,terraza,Camino Termica de la,36.68942930987156,-4.4478126831987685,,52.0,privada,activa,,,
OCUP-1441,BAR CAFETER?A MELINA,terraza,Camino Termica de la,36.68942930987156,-4.4478126831987685,,25.0,privada,activa,,,
OCUP-1442,RESTAURANTE CHINO ZHEN,terraza,Camino Termica de la,36.68931103945751,-4.447883633042118,,17.0,privada,activa,,,
OCUP-1443,BAR MESON EL TEJON,terraza,Camino Termica de la,36.68918616201597,-4.4479523322502486,,19.0,privada,activa,,,
OCUP-1444,N87 STREET FOOD,terraza,Camino Termica de la,36.68918616201597,-4.4479523322502486,,34.0,privada,activa,,,
OCUP-1445,REAL TURK (DONER KEBAB PIZZAS,terraza,Camino Termica de la,36.685972076738494,-4.448374985679309,,32.0,privada,activa,,,
OCUP-1446,JUANA PALOMA,terraza,Carril Capitan del,36.72518047006795,-4.461833062969641,,33.0,privada,activa,,,
OCUP-1447,EL PARCERO,terraza,Carril Capitan del,36.724835714452134,-4.461911089376721,,22.0,privada,activa,,,
OCUP-1448,DE LUQUE,terraza,Carril Chupa la,36.69449324703517,-4.4410099262886575,,33.0,privada,activa,,,
OCUP-1449,BAR ANGEL,terraza,Pasaje Archanda,36.72347283062483,-4.436031041835805,,12.0,privada,activa,,,
OCUP-1450,BAR PAPA ETO,terraza,Pasaje Archanda,36.72332393727626,-4.436907448724805,,10.0,privada,activa,,,
OCUP-1451,JOHN SCOTT'S,terraza,Pasaje Chinitas,36.72098668544251,-4.421488635101642,,5.0,privada,activa,,,
OCUP-1452,LA CANASTA,terraza,Pasaje Chinitas,36.72098668544251,-4.421488635101642,,6.0,privada,activa,,,
